time,u,v,r,δ,n_p,x_est,y_est,ψ_est,U_W,ψ_W,x1,y1,x2,y2
3.5,1.2313907217007833,-0.2369986388879907,0.18855487071905688,0.34906585039886595,21.218240000000005,4.73481019665791,0.5078308832232951,0.490839168148277,8.0,0.0,5.616747810388492,0.9791970312305611,3.8528725829273283,0.036464735216029165
3.75,1.2060996987219788,-0.24365297129422966,0.19016123044454214,0.349065850398866,21.218240000000005,5.0249146077910645,0.6101398955142235,0.5383794757594125,8.0,0.0,5.8834553324140275,1.1228852749803653,4.166373883168101,0.09739451604808225
4.0,1.1806034591530303,-0.24902738081705106,0.19117199630038148,0.34906585039886595,21.21824000000001,5.305233213683082,0.7215464794794423,0.5861724748345079,8.0,0.0,6.13829728678826,1.2747229884721958,4.472169140577904,0.16836997048668878
4.25,1.155107796899927,-0.25325348769760186,0.1916840286595611,0.34906585039886595,21.218240000000005,5.5753843957532006,0.8416258211425408,0.6340934819993981,8.0,0.0,6.380993487453503,1.4340732798845068,4.769775304052898,0.24917836240057467
4.5,1.1297896308936797,-0.2564617734377105,0.1917843708297754,0.34906585039886595,21.218240000000005,5.835062048910989,0.9699022595765692,0.682039574706842,8.0,0.0,6.611350680905238,1.6002798922988104,5.05877341691674,0.33952462685432816
4.75,1.1047973793774264,-0.25877770971757874,0.1915500172509871,0.34906585039886595,21.218240000000005,6.08403139499673,1.1058644298391376,0.7299270790195888,8.0,0.0,6.829254424147927,1.7726797242218577,5.338808365845533,0.43904913545641755
5.0,1.0802525260585727,-0.2603190996903246,0.19104806806756336,0.34906585039886595,21.218240000000005,6.322123555595755,1.248978353580881,0.7776890960364796,8.0,0.0,7.034660405122003,1.9506130434781297,5.609586706069506,0.5473436636836321
5.25,1.0562519344270664,-0.2611944420758381,0.19033620548676797,0.34906585039886595,21.218240000000005,6.549229394843874,1.3986984445053188,0.8252731474081716,8.0,0.0,7.227585695333909,2.133431545423926,5.870873094353837,0.6639653435867118
5.5,1.0328705545946102,-0.26150211102591026,0.18946339905797716,0.34906585039886595,21.218240000000005,6.765293045803354,1.554476515082611,0.8726389971726659,8.0,0.0,7.408100288097379,2.3205044840591693,6.122485803509329,0.7884485461060532
5.75,1.010164257083509,-0.2613301525944153,0.18847074702217187,0.34906585039886595,21.218240000000005,6.970305437220505,1.7157689484123455,0.9197566839282089,8.0,0.0,7.5763191585898575,2.5112231391185533,6.364291715851151,0.9203147577061377
6.0,0.9881726089633851,-0.2607565216622204,0.18739237502949407,0.34906585039886595,21.218240000000005,7.164298049542616,1.882042241992142,0.9666047776855824,8.0,0.0,7.732394987451128,2.7050038869908457,6.5962011116341035,1.059080596993439
6.25,0.9669214744038441,-0.2598496130068511,0.18625633257418345,0.34906585039886595,21.218240000000005,7.347337054303847,2.0527771466725047,1.0131688608291283,8.0,0.0,7.876511617522988,2.9012901292731432,6.818162491084706,1.2042641640718663
6.5,0.9464253730105034,-0.258668971089826,0.18508544622421777,0.34906585039886595,21.218240000000005,7.519517930700065,2.2274716221392508,1.0594402223851827,8.0,0.0,8.008878261011999,3.099553308173876,7.030157600388131,1.3553899361046255
6.75,0.9266895665298256,-0.25726609162675534,0.1838981046497742,0.34906585039886595,21.218240000000005,7.680960606775937,2.4056428165141273,1.1054147485476262,8.0,0.0,8.129724438434053,3.299293208667304,7.232196775117821,1.5119924243609506
7.0,0.9077118699798211,-0.2556852524524821,0.18270896279630156,0.34906585039886595,21.218240000000005,7.831805138529668,2.5868282572688823,1.1510919892467015,8.0,0.0,8.23929560765591,3.5000377171253136,7.424314669403425,1.6736187974124515
7.25,0.8894841994311175,-0.2539643310351323,0.18152956136843723,0.34906585039886595,21.218240000000005,7.972207916338304,2.770586417328109,1.1964743795888109,8.0,0.0,8.337849427981983,3.7013421774300412,7.606566404694624,1.8398306572261771
7.5,0.8719938754808341,-0.2521355796623343,0.180368861491279,0.34906585039886595,21.218240000000005,8.102338371815767,2.9564967959927007,1.2415665949616306,8.0,0.0,8.425652597851618,3.902788458876211,7.779024145779917,2.0102051331091904
7.75,0.8552247104264477,-0.2502263433101021,0.17923370094827057,0.34906585039886595,21.218240000000005,8.222376149182892,3.144159631998946,1.2863750201986983,8.0,0.0,8.502978203563055,4.1039838279211125,7.94177409480273,2.1843354360767804
8.0,0.8391579066116887,-0.24825971146785597,0.1781291836935222,0.34906585039886595,21.218240000000005,8.332508699855403,3.3331953457352803,1.3309073161220788,8.0,0.0,8.570103516670377,4.304559697059055,8.094913883040427,2.3618309944115055
8.25,0.8237727936012023,-0.2462551036026791,0.17705900734599192,0.34906585039886595,21.218240000000005,8.432929257664178,3.523243789664369,1.3751720679585768,8.0,0.0,8.62730818250807,4.504170307593481,8.238550332820285,2.542317271735257
8.5,0.8090474238521931,-0.24422878654027397,0.176025732880344,0.34906585039886595,21.218240000000005,8.523835151676158,3.713963369342054,1.4191785011786628,8.0,0.0,8.674872747063787,4.702491388560286,8.372797556288528,2.725435350123821
8.75,0.7949590480800166,-0.24219432548420666,0.17503100361753177,0.34906585039886595,21.218240000000005,8.60542641536834,3.905030083876343,1.4629362520830458,8.0,0.0,8.71307747468683,4.899218823214909,8.49777535604985,2.9108413445377774
9.0,0.781484501972283,-0.2401629810071948,0.17407573827689451,0.34906585039886595,21.218240000000005,8.677904655319766,4.096136526730487,1.5064551866522695,8.0,0.0,8.74220141159802,5.094067349549431,8.613607899041513,3.0982057039115434
9.25,0.7686005102435977,-0.23814405458231566,0.17316028349766935,0.34906585039886595,21.218240000000005,8.741472144733223,4.28699087625427,1.5497452575266868,8.0,0.0,8.762521659247701,5.28676931067797,8.720422630218744,3.28721244183057
9.5,0.7562839146054969,-0.23614517778409214,0.17228452766679164,0.34906585039886595,21.218240000000005,8.7963311085588,4.477315895939255,1.5928163894433847,8.0,0.0,8.774312825393425,5.477073464155895,8.818349391724174,3.4775583277226154
9.75,0.7445118640297183,-0.2341725708190638,0.1714480153022549,0.34906585039886595,21.218240000000005,8.84268317456107,4.666847965165375,1.6356783932689485,8.0,0.0,8.777846620656796,5.664743862179597,8.907519728465346,3.668952068151153
10.0,0.733261949364859,-0.23223125966019414,0.17065002214941985,0.34906585039886595,21.218240000000005,8.880728964402207,4.855336149535699,1.6783408988063035,8.0,0.0,8.773391579668425,5.8495588035918775,8.98806634913599,3.86111349547952
10.25,0.7225123030429779,-0.2303252564369526,0.16988961945674308,0.34906585039886595,21.218240000000005,8.910667801954428,5.042541319051922,1.7208133036704893,8.0,0.0,8.761212883258786,6.031309859852891,9.060122720650071,4.053772778250952
10.5,0.7122416811578184,-0.22845772664555644,0.1691657379440894,0.34906585039886595,21.218240000000005,8.93269752244575,5.228235322705069,1.7631047381565117,8.0,0.0,8.741572262940942,6.209800977757863,9.123822781950558,4.2466696676522755
10.75,0.7024295035966615,-0.22663111260455246,0.16847719527706878,0.34906585039886595,21.218240000000005,8.947014362138338,5.412200217172549,1.8052240369757788,8.0,0.0,8.71472797478189,6.384847652911157,9.179300749494786,4.439552781433941
11.0,0.6930558993911046,-0.2248472594640637,0.16782274800341776,0.34906585039886595,21.218240000000005,8.953812917990794,5.594227557835711,1.8471797239766332,8.0,0.0,8.680934824994885,6.55627617737784,9.226691010986702,4.632178938293582
11.25,0.6841017130293289,-0.2231075004611814,0.16720110115914033,0.34906585039886595,21.218240000000005,8.95328616106587,5.774117744992691,1.8889799992664182,8.0,0.0,8.640444240807215,6.7239229528794855,9.266128081324526,4.824312537105897
11.5,0.675548524077095,-0.22141275086710419,0.16661094679474148,0.34906585039886595,21.218240000000005,8.945625496401657,5.951679431826401,1.9306327359651037,8.0,0.0,8.593504371977644,6.887633871814998,9.29774662082567,5.0157249918378035
11.75,0.667378634113913,-0.21976356563445937,0.1660509647904558,0.34906585039886595,21.218240000000005,8.931020856717295,6.126728985176153,1.9721454771627176,8.0,0.0,8.540360219417666,7.047263757178085,9.321681494016923,5.206194213174221
12.0,0.6595750702883232,-0.21816021093642118,0.165519851277484,0.34906585039886595,21.218240000000005,8.909660825295907,6.299090004533872,2.0135254399820885,8.0,0.0,8.481253779809869,7.202675862866063,9.338067870781945,5.39550414620168
12.25,0.6521215613964275,-0.21660270061137193,0.16501631444162942,0.34906585039886595,21.218240000000005,8.881732777712514,6.46859288933254,2.054779518592496,8.0,0.0,8.416424203859686,7.3537414255110995,9.347041351565343,5.583444353153981
12.5,0.6450025306903856,-0.2150908521655454,0.1645390948984185,0.34906585039886595,21.218240000000005,8.847423040281852,6.635074459251204,2.095914292317101,8.0,0.0,8.346107960705048,7.500339268999585,9.348738119858655,5.769809649502823
12.75,0.6382030693138716,-0.2136243090334635,0.16408696120231625,0.34906585039886595,21.218240000000005,8.806917056215257,6.798377618124589,2.13693603261768,8.0,0.0,8.270539005600327,7.642355453626522,9.343295106830187,5.954399782622656
13.0,0.6317089182995184,-0.21220258169395645,0.16365872063241477,0.34906585039886595,21.218240000000005,8.760399559229683,6.958351063718671,2.1778507127757836,8.0,0.0,8.189948947610995,7.779682969651872,9.33085017084837,6.137019157785469
13.25,0.6255064470119294,-0.2108250664994959,0.163253219407927,0.34906585039886595,21.218240000000005,8.70805474737671,7.114849037881124,2.2186640176277654,8.0,0.0,8.104567212948595,7.91222147017978,9.311542281804826,6.317476605582469
13.5,0.61958262503259,-0.2094910672523751,0.1628693436038363,0.34906585039886595,21.218240000000005,8.650066456430247,7.267731113823366,2.2593813535287244,8.0,0.0,8.014621203558132,8.039877039540968,9.285511709302362,6.495585188105764
13.75,0.6139250053694331,-0.20819981975174207,0.16250602332788058,0.34906585039886595,21.218240000000005,8.586618329560043,7.416862021147502,2.3000078593606945,8.0,0.0,7.920336447534562,8.162561996797617,9.252900211585523,6.671162045497385
14.0,0.6085216950266126,-0.20695049590503725,0.1621622298235981,0.34906585039886595,21.218240000000005,8.517893979671669,7.562111500662947,2.340548416816594,8.0,0.0,7.821936739653028,8.280194727082863,9.21385121969031,6.844028274243032
14.25,0.6033613337252578,-0.20574222763185193,0.16183697749421425,0.34906585039886595,21.218240000000005,8.444077145588855,7.7033541914830135,2.381007661190148,8.0,0.0,7.719644272659581,8.392699542246648,9.168510018518129,7.014008840719379
14.5,0.5984330735026218,-0.20457411176195214,0.16152932288306712,0.34906585039886595,21.218240000000005,8.365351837102589,7.840469545183114,2.4213899919109148,8.0,0.0,7.6136797554044175,8.50000656582376,9.11702391880076,7.180932524542469
14.75,0.5937265516100528,-0.20344521708207064,0.16123836439530878,0.34906585039886595,21.218240000000005,8.281902469761542,7.97334176384789,2.461699583009742,8.0,0.0,7.5042625189827605,8.602051638871954,9.059542420540323,7.344631888823826
15.0,0.5892318723825918,-0.20235460001854969,0.16096323994508172,0.34906585039886595,21.218240000000005,8.19391398852515,8.10185976314555,2.5019403929960125,8.0,0.0,7.3916106107526565,8.698776248103744,8.996217366297643,7.504943278187354
15.25,0.5849395864309271,-0.20130130224368717,0.16070312807906972,0.34906585039886595,21.218240000000005,8.101571977157594,8.225917154361394,2.5421161750157797,8.0,0.0,7.27594087293037,8.79012746952103,8.927203081384818,7.6617068392017575
15.5,0.580840666834481,-0.20028435977280096,0.1604572458208697,0.34906585039886595,21.218240000000005,8.005062755610956,8.345412245139665,2.5822304864709973,8.0,0.0,7.1574690089421615,8.876057927877174,8.85265650227975,7.8147665624021565
15.75,0.5769264938573014,-0.19930281095868244,0.16022484527700703,0.34906585039886595,21.218240000000005,7.904573463171632,8.460248058219474,2.622286697790249,8.0,0.0,7.036409635756768,8.956525771569947,8.772737290586496,7.963970344869001
16.0,0.573188835466973,-0.19835569261313704,0.16000521696892064,0.34906585039886595,21.218240000000005,7.8002921263538685,8.570332363004495,2.6622880020324793,8.0,0.0,6.9129763206050905,9.03149465642016,8.687607932102647,8.10917006958883
16.25,0.5696198263210003,-0.19744204835457405,0.1597976850690237,0.34906585039886595,21.218240000000005,7.692407713712191,8.675577720722716,2.702237423299735,8.0,0.0,6.787381605711197,9.100933740824198,8.597433821713185,8.250221700621234
16.5,0.5662119548819807,-0.1965609325991513,0.15960160456231798,0.34906585039886595,21.218240000000005,7.58111017519154,8.775901541667517,2.7421378244403147,8.0,0.0,6.65983701854513,9.164817690525803,8.50238333183795,8.386985392809231
16.75,0.5629580464871915,-0.1957114064795097,0.1594163657729192,0.34906585039886595,21.218240000000005,7.4665904660651945,8.87122615033336,2.7819919158835447,8.0,0.0,6.530553067168422,9.223126687227758,8.402627864961966,8.519325613438962
17.0,0.5598512443810338,-0.1948925443696561,0.15924138823044517,0.34906585039886595,21.218240000000005,7.349040557508224,8.9614788593155,2.821802262941156,8.0,0.0,6.399739224186376,9.27584644440239,8.298341890830072,8.64711127422861
17.25,0.5568849987556683,-0.19410343644816797,0.15907611797547502,0.34906585039886595,21.218240000000005,7.228653431721891,9.046592050492961,2.8615712924350247,8.0,0.0,6.267603896906164,9.322968228247982,8.189702966537618,8.770215872737941
17.5,0.5540530528207349,-0.19334318464282504,0.15892003281173706,0.34906585039886595,21.218240000000005,7.10562306199249,9.12650325996,2.901301300637959,8.0,0.0,6.13435438372811,9.364488878480456,8.07689174025687,8.888517641439543
17.75,0.5513494257346452,-0.19261090702974992,0.15877263635233288,0.34906585039886595,21.218240000000005,6.980144379694429,9.201155267378011,2.9409944597260425,8.0,0.0,6.000196819972194,9.400410832405532,7.960091939416664,9.00189970235049
18.0,0.5487684025231385,-0.1919057402933434,0.1586334544752838,0.34906585039886595,21.218240000000005,6.852413226757953,9.270496188682475,2.9806528233448635,8.0,0.0,5.865336111428892,9.430742150858311,7.839490342087014,9.11025022650664
18.25,0.5463045234290517,-0.19122683610543942,0.15850204069216153,0.34906585039886595,21.218240000000005,6.722626293769721,9.334479569129115,3.0202783335179038,8.0,0.0,5.729975855534633,9.455496540962354,7.71527673200481,9.213462597295877
18.5,0.5439525691430337,-0.1905733630943735,0.15837797222391595,0.34906585039886595,21.218240000000005,6.5909810456668865,9.39306447686433,3.0598728265738826,8.0,0.0,5.594318252918325,9.474693378306391,7.587643838415448,9.31143557542227
18.75,0.5417075501240023,-0.18994450968989748,0.1582608448131356,0.34906585039886595,21.218240000000005,6.457675634547976,9.446215596611106,3.0994380377771664,8.0,0.0,5.45856400879916,9.488357728659183,7.456787260296792,9.404073464563027
19.0,0.5395646991813372,-0.18933948167954465,0.15815027679772467,0.34906585039886595,21.218240000000005,6.322908799103599,9.493903321023591,3.1389756069765977,8.0,0.0,5.3229122235681325,9.496520364649458,7.322905374639066,9.491286277397723
19.25,0.5375194598974723,-0.18875750150849113,0.15804590925890252,0.34906585039886595,21.218240000000005,6.186879752438968,9.536103839059795,3.1784870842913233,8.0,0.0,5.187560274748251,9.49921777789908,7.186199230129685,9.57298990022051
19.5,0.5355674742173121,-0.18819781136702715,0.15794739908759234,0.34906585039886595,21.218240000000005,6.049788059171088,9.572799221802361,3.217973934063221,8.0,0.0,5.052703691253449,9.496492189005359,7.046872427088727,9.649106254599364
19.75,0.5337045776277387,-0.18765967243743162,0.15785442022019036,0.34906585039886595,21.218240000000005,5.911833500422428,9.603977503874509,3.2574375391182686,8.0,0.0,4.918536018471393,9.48839155165827,6.905130982373462,9.719563456090748
20.0,0.5319267906210292,-0.18714236224670627,0.15776666809203013,0.34906585039886595,21.218240000000005,5.773215928370979,9.629632758970503,3.296879206141276,8.0,0.0,4.785248676171465,9.474969548796453,6.761183180570493,9.784295969144553
20.25,0.5302303064898356,-0.18664517705353478,0.15768385280448338,0.34906585039886595,21.218240000000005,5.634135111902264,9.649765170469099,3.336300169342397,8.0,0.0,4.653030810657205,9.45628558477995,6.615239413147323,9.843244756158247
20.5,0.5286114859366582,-0.18616743242787093,0.15760569733486213,0.34906585039886595,21.218240000000005,5.494790572287332,9.664381095929425,3.3757015936761126,8.0,0.0,4.5220691400137945,9.43240477128461,6.467512004560871,9.896357420574239
20.75,0.5270668513434268,-0.18570846107439154,0.15753194185871736,0.34906585039886595,21.218240000000005,5.355381409785663,9.673493123931685,3.415084579140792,8.0,0.0,4.392547793731415,9.403397904063022,6.31821502583991,9.943588343800348
21.0,0.525593078305653,-0.18526761264371425,0.1574623423488095,0.34906585039886595,21.218240000000005,5.21610612252664,9.677120123381851,3.4544501647279944,8.0,0.0,4.264648147981355,9.369341432316041,6.167564097071925,9.98489881444766
21.25,0.5241869861294346,-0.18484425529269552,0.1573966653883794,0.34906585039886595,21.218240000000005,5.077162418452384,9.675287285551768,3.493799331075089,8.0,0.0,4.138548656964192,9.330317422020203,6.015776179940577,10.020257149083333
21.5,0.522845535129582,-0.18443777523393207,0.15733468896185915,0.34906585039886595,21.218240000000005,4.938747019466657,9.66802615738472,3.533133003315554,8.0,0.0,4.014424679753872,9.286413510440356,5.863069359179442,10.049638804329081
21.75,0.5215658208977622,-0.18404757456780663,0.1572762067495297,0.34906585039886595,21.218240000000005,4.801055459454981,9.655374665234916,3.572452055002936,8.0,0.0,3.892448304760456,9.237722850396384,5.709662614149505,10.073026480073448
22.0,0.5203450655056404,-0.18367307233427282,0.15722102319476908,0.34906585039886595,21.218240000000005,4.6642818773305,9.637377129948474,3.6117573108016283,8.0,0.0,3.772788172213961,9.1843440475609,5.555775582447038,10.090410212336048
22.25,0.5191806119715048,-0.1833137050290412,0.15716895119302707,0.34906585039886595,21.218240000000005,4.528618805003488,9.614084272664378,3.651049548599885,8.0,0.0,3.655609294585708,9.126381089652305,5.401628315421267,10.101787455676451
22.5,0.5180699213478474,-0.18296892575432244,0.1571198138835561,0.34906585039886595,21.218240000000005,4.394256950549366,9.58555321033811,3.690329502070774,8.0,0.0,3.5410728756216474,9.063943265753334,5.247441025477084,10.107163154922887
22.75,0.5170105682635201,-0.18263820271070638,0.15707344734181228,0.34906585039886595,21.218240000000005,4.261384977816743,9.551847440635596,3.729597863906227,8.0,0.0,3.4293361294569276,8.997145075449449,5.093433826176558,10.106549805821743
23.0,0.516000232146025,-0.1823210201802325,0.1570296954368356,0.34906585039886595,21.218240000000005,4.130189283747125,9.513036817334935,3.7688552877654358,8.0,0.0,3.3205521000655485,8.926106130796768,4.939826467428702,10.099967503873103
23.25,0.5150366941550139,-0.1820168786514505,0.1569884088411494,0.34906585039886595,21.218240000000005,4.0008537728965425,9.46919751521312,3.808102389975723,8.0,0.0,3.214869480850265,8.85095104926567,4.78683806494282,10.08744398116057
23.5,0.5141178343081694,-0.18172529392944267,0.1569494469474796,0.34906585039886595,21.218240000000005,3.8735596300158903,9.420411983918004,3.847339751712593,8.0,0.0,3.1124324356152155,8.771809336726553,4.6346868244165655,10.069014631109455
23.75,0.5132416279642976,-0.1814457960291763,0.1569126796195725,0.34906585039886595,21.218240000000005,3.7484850916410077,9.366768890713319,3.886567921617486,8.0,0.0,3.0133804219044427,8.688815260638595,4.483589761377573,10.044722520788042
24.0,0.512406137897087,-0.18117792982239658,0.15687798276023388,0.34906585039886595,21.218240000000005,3.6258052178593876,9.30836305329522,3.9257874173075447,8.0,0.0,2.917848016809862,8.602107715982912,4.333762418908913,10.014618390607529
24.25,0.5116095120417702,-0.18092125505460582,0.1568452376873875,0.34906585039886595,21.218240000000005,3.5056916638496154,9.24529536166927,3.9649987267293914,8.0,0.0,2.8259647452528602,8.51183008223543,4.185418582446371,9.978760641103108
24.5,0.5108499811884955,-0.18067534566484972,0.156814332549669,0.34906585039886595,21.218240000000005,3.388312452050663,9.17767268887627,4.004202309866809,8.0,0.0,2.737854911891165,8.418130070947786,4.038769992210161,9.937215306804752
24.75,0.510125856231694,-0.18043978874330246,0.15678516418564228,0.34906585039886595,21.218240000000005,3.2738317458547956,9.105607790563978,4.0433986009132195,8.0,0.0,2.6536374376242895,8.321159564077051,3.894026054085302,9.890056017050904
25.0,0.5094355214369476,-0.18021418490596036,0.15675763436788678,0.34906585039886595,21.218240000000005,3.1624096257638423,9.02921919463253,4.082588009505191,8.0,0.0,2.573425700493606,8.221074445362163,3.751393551034079,9.837363943902897
25.25,0.5087774319246213,-0.17999814824983904,0.15673164915806065,0.34906585039886595,21.218240000000005,3.0542018679221727,8.948631080242425,4.121770921794706,8.0,0.0,2.4973273812815573,8.11803442353789,3.611076354562788,9.77922773694696
25.5,0.5081501123938638,-0.17979130600088264,0.1567071195780478,0.34906585039886595,21.218240000000005,2.9493597255571835,8.863973145961095,4.160947701689218,8.0,0.0,2.425444314505802,8.012202847075967,3.473275136608565,9.715743444846224
25.75,0.507552154496154,-0.1795932974304798,0.15668396379350075,0.34906585039886595,21.218240000000005,2.8480297143758935,8.775380467313381,4.200118692637593,8.0,0.0,2.357872346115624,7.903746510689291,3.338187082636163,9.647014423937472
26.0,0.5069822121550394,-0.17940377401686716,0.15666210431182187,0.34906585039886595,21.218240000000005,2.7503534024342993,8.682993344651141,4.239284218715548,8.0,0.0,2.294701197262949,7.79283545532898,3.20600560760565,9.573151233973302
26.25,0.5064389979756042,-0.17922239931525594,0.15664146703476,0.34906585039886595,21.218240000000005,2.6564672048485165,8.586957141343161,4.278444585474238,8.0,0.0,2.2360143347255192,7.679642761425519,3.0769200749715138,9.494271521260803
26.5,0.5059212827619669,-0.1790488488416247,0.15662198143483572,0.34906585039886595,21.218240000000005,2.566502183524845,8.487422111820031,4.317600080832947,8.0,0.0,2.18188884827781,7.564344334842299,2.95111551877188,9.410499888797764
26.75,0.5054278931539145,-0.17888280916595153,0.15660358235240943,0.34906585039886595,21.218240000000005,2.4805838529254842,8.384543220014724,4.35675097642105,8.0,0.0,2.132395336297087,7.447118686045126,2.8287723695538816,9.321967753984321
27.0,0.5049577089438442,-0.17872397778069213,0.1565862087673979,0.34906585039886595,21.218240000000005,2.3988319922038546,8.278479948699795,4.395897528612899,8.0,0.0,2.0875977991402523,7.328146703428407,2.710066185267457,9.228813193971183
27.25,0.5045096586190666,-0.1785720629126389,0.1565698023618877,0.34906585039886595,21.218240000000005,2.3213604642642562,8.169396100493453,4.435039979203371,8.0,0.0,2.0475535406324243,7.207611421591115,2.5951673878960886,9.13118077939579
27.5,0.5040827189845665,-0.1784267834728398,0.15655430751855412,0.34906585039886595,21.218240000000005,2.248277041799398,8.057459589913654,4.474178556083009,8.0,0.0,2.0123130779099587,7.085697783838943,2.4842410056888373,9.029221395988364
27.75,0.5036759134389526,-0.17828786849898692,0.1565396722439747,0.34906585039886595,21.218240000000005,2.1796832410550553,7.942842227075491,4.513313474144002,8.0,0.0,1.981920060466063,6.962592399529815,2.3774464216440476,8.923092054621165
28.0,0.503288310518547,-0.17815505675130827,0.15652584844030848,0.34906585039886595,21.218240000000005,2.115674163724746,7.825719493356798,4.55244493625408,8.0,0.0,1.9564111985208155,6.838483296737949,2.2749371289286766,8.812955689975649
28.25,0.5029190196198663,-0.1780280965005349,0.15651279026390283,0.34906585039886595,21.218240000000005,2.0563383473935186,7.7062703101647605,4.591573133820056,8.0,0.0,1.93581620052011,6.713559671502605,2.1768604942669274,8.698980948826916
28.5,0.5025671899238072,-0.1779067454023217,0.15650045399349785,0.34906585039886595,21.218240000000005,2.001757624671921,7.584676800427767,4.63069824731843,8.0,0.0,1.9201577201215154,6.588011633193873,2.0833575292223263,8.58134196766166
28.75,0.5022320096900281,-0.17779077029604048,0.1564887982773755,0.34906585039886595,21.218240000000005,1.9520069914341667,7.461124043113628,4.669820446887774,8.0,0.0,1.9094513130374817,6.462029946325844,1.9945626698308518,8.460218139901412
29.0,0.5019127047331582,-0.17767994662108874,0.15647778501620319,0.34906585039886595,21.218240000000005,1.9071544846745687,7.335799821392049,4.708939893141825,8.0,0.0,1.903705404270207,6.335805769487557,1.9106035650789306,8.335793873296542
29.25,0.5016085358839376,-0.17757405826947478,0.15646737819722287,0.34906585039886595,21.218240000000005,1.86726107014544,7.2088943651763016,4.748056737691131,8.0,0.0,1.9029212652453693,6.20953039219877,1.8316008750455106,8.208258338153833
29.5,0.501318796627442,-0.1774728972968978,0.15645754347252808,0.34906585039886595,21.218240000000005,1.8323805400288653,7.080600088455863,4.787171123559263,8.0,0.0,1.9070930011349194,6.0833949700597145,1.7576680789228114,8.07780520685201
29.75,0.5010428129322202,-0.17737626388160332,0.15644824818571684,0.34906585039886595,21.218240000000005,1.8025594208546267,6.951111321327502,4.826283185605693,8.0,0.0,1.9162075485510912,5.957590258102828,1.6889112931581622,7.944632384552177
30.0,0.500779941903635,-0.17728396586234496,0.15643946195923542,0.34906585039886595,21.218240000000005,1.777836892057085,6.820624037492409,4.865393051095501,8.0,0.0,1.930244684000719,5.832306343147687,1.6254291001134504,7.80894173183713
